Mes,Scorecard,Decision,Rango Original,Casos,Sumas,Global (Preg.1.a)
200507,4,D,200-204,1621,327393,200-204
200507,4,D,Menor que 120,329,36482,Mas de 219
200507,2,D,180-184,2352,428234,180-184
200507,4,D,160-164,2503,405854,Menos de 165
200507,2,A,210-214,151,31969,210-214
200507,3,D,230-234,302,70032,Mas de 219
200507,3,D,125-129,970,123365,Menos de 165
200507,3,A,235-239,886,209948,Mas de 219
200507,2,A,230-234,8,1854,Mas de 219
200507,3,A,250-254,412,103753,Mas de 219
200507,4,A,215-219,2236,485085,215-219
200507,4,A,195-199,3128,615973,195-199
200507,4,D,165-169,2751,459596,165-169
200507,4,D,145-149,1464,215204,Menos de 165
200507,4,A,185-189,1276,238612,185-189
200507,4,A,Menor que 120,6,691,Mas de 219
200507,3,D,225-229,378,85787,Mas de 219
200507,4,D,140-144,958,136156,Menos de 165
200507,3,A,200-204,3238,653853,200-204
200507,3,D,210-214,874,185253,210-214
200507,4,D,250-254,45,11320,Mas de 219
200507,3,A,240-244,692,167288,Mas de 219
200507,3,A,260-264,166,43458,Mas de 219
200507,4,D,180-184,3599,654844,180-184
200507,3,A,220-224,1789,396925,Mas de 219
200507,4,D,135-139,747,102466,Menos de 165
200507,3,D,130-134,1294,171011,Menos de 165
200507,2,D,155-159,1475,231731,Menos de 165
200507,3,A,Mas de 264,225,61141,Mas de 219
200507,2,A,225-229,19,4306,Mas de 219
200507,4,A,190-194,1418,272250,190-194
200507,4,D,170-174,3060,526364,170-174
200507,2,D,210-214,201,42554,210-214
200507,4,D,185-189,3260,609499,185-189
200507,3,A,160-164,706,114352,Menos de 165
200507,2,A,240-244,1,240,Mas de 219
200507,3,D,245-249,111,27370,Mas de 219
200507,2,D,225-229,23,5205,Mas de 219
200507,2,D,230-234,13,3011,Mas de 219
200507,2,A,235-239,4,942,Mas de 219
200507,3,A,125-129,32,4071,Menos de 165
200507,4,D,150-154,1687,256434,Menos de 165
200507,3,D,175-179,3728,660153,175-179
200507,3,D,235-239,214,50696,Mas de 219
200507,4,A,210-214,2493,528361,210-214
200507,4,A,230-234,1235,286405,Mas de 219
200507,2,D,190-194,1440,276427,190-194
200507,2,A,205-209,259,53542,205-209
200507,4,D,215-219,760,164854,215-219
200507,4,D,120-124,272,33304,Menos de 165
200507,2,A,175-179,455,80634,175-179
200507,2,D,Menor que 120,20,2336,Mas de 219
200507,4,A,155-159,237,37269,Menos de 165
200507,3,D,240-244,167,40378,Mas de 219
200507,3,D,205-209,1090,225671,205-209
200508,2,A,245-249,3,736,Mas de 219
200508,2,D,235-239,6,1423,Mas de 219
200508,3,A,135-139,156,21403,Menos de 165
200508,4,A,190-194,1626,312179,190-194
200508,3,A,Mas de 264,231,62663,Mas de 219
200508,4,A,180-184,1470,267555,180-184
200508,2,A,225-229,36,8154,Mas de 219
200508,3,A,205-209,3384,700584,205-209
200508,2,D,175-179,2596,459654,175-179
200508,3,A,170-174,1399,240675,170-174
200508,3,A,220-224,2069,459076,Mas de 219
200508,3,A,145-149,365,53712,Menos de 165
200508,4,D,155-159,2613,410661,Menos de 165
200508,3,D,260-264,31,8108,Mas de 219
200508,3,A,255-259,259,66552,Mas de 219
200508,3,D,225-229,425,96430,Mas de 219
200508,3,D,Menor que 120,1538,169310,Mas de 219
200508,2,D,Menor que 120,20,2339,Mas de 219
200508,4,A,230-234,1421,329669,Mas de 219
200508,4,A,210-214,2810,595557,210-214
200508,3,A,185-189,2544,475909,185-189
200508,4,D,165-169,3100,517910,165-169
200508,2,A,205-209,265,54813,205-209
200508,3,D,175-179,4519,800219,175-179
200508,3,D,240-244,161,38963,Mas de 219
200508,2,D,150-154,1222,185792,Menos de 165
200508,4,D,215-219,752,163147,215-219
200508,3,D,235-239,222,52582,Mas de 219
200508,4,A,155-159,338,53126,Menos de 165
200508,2,A,175-179,647,114589,175-179
200508,3,A,245-249,607,149789,Mas de 219
200508,4,D,120-124,288,35241,Menos de 165
200508,3,A,195-199,4377,861634,195-199
200508,4,D,160-164,3041,493114,Menos de 165
200508,4,A,150-154,179,27215,Menos de 165
200508,2,A,235-239,10,2366,Mas de 219
200508,2,A,240-244,7,1695,Mas de 219
200508,3,A,180-184,2323,423107,180-184
200508,4,A,130-134,14,1849,Menos de 165
200508,4,D,190-194,3663,703570,190-194
200508,3,A,125-129,68,8646,Menos de 165
200508,2,D,230-234,12,2780,Mas de 219
200508,2,D,210-214,249,52715,210-214
200508,3,A,Menor que 120,40,4599,Mas de 219
200508,4,D,220-224,725,160957,Mas de 219
200508,2,D,155-159,1755,275772,Menos de 165
200508,4,A,260-264,130,34056,Mas de 219
200508,3,D,140-144,2660,377720,Menos de 165
200508,3,D,135-139,2163,296433,Menos de 165
200508,4,D,170-174,3597,618676,170-174
200508,4,D,180-184,4070,740681,180-184
200508,3,A,165-169,1160,193765,165-169
200508,3,A,225-229,1715,389061,Mas de 219
200508,3,A,200-204,3948,797374,200-204
200508,2,A,140-144,2,282,Menos de 165
200508,2,D,130-134,171,22611,Menos de 165
200508,3,D,205-209,1112,230163,205-209
200508,4,D,250-254,47,11834,Mas de 219
200508,3,A,215-219,2475,536804,215-219
200508,3,D,Mas de 264,25,6779,Mas de 219
200508,2,A,195-199,729,143471,195-199
200508,4,A,120-124,5,613,Menos de 165
200508,4,A,240-244,719,173965,Mas de 219
200508,3,D,145-149,3182,467992,Menos de 165
200508,2,A,200-204,484,97635,200-204
200508,3,D,195-199,1730,340564,195-199
200508,3,A,160-164,903,146355,Menos de 165
200508,4,D,125-129,491,62510,Menos de 165
200508,3,D,155-159,4200,659711,Menos de 165
200508,4,A,235-239,1029,243773,Mas de 219
200508,3,D,185-189,4398,822125,185-189
200508,2,D,205-209,337,69652,205-209
200508,4,D,230-234,337,78154,Mas de 219
200508,2,A,185-189,1212,226609,185-189
200508,4,D,210-214,1130,239472,210-214
200508,2,A,145-149,11,1618,Menos de 165
200508,3,A,175-179,2201,389767,175-179
200508,3,A,140-144,194,27589,Menos de 165
200508,2,A,150-154,8,1210,Menos de 165
200508,4,D,255-259,29,7437,Mas de 219
200508,3,D,245-249,119,29397,Mas de 219
200508,2,D,240-244,1,242,Mas de 219
200508,4,D,225-229,466,105734,Mas de 219
200508,4,A,140-144,46,6545,Menos de 165
200508,4,A,255-259,246,63206,Mas de 219
200508,4,A,Mas de 264,138,37513,Mas de 219
200508,2,D,185-189,1923,359425,185-189
200508,4,D,245-249,116,28622,Mas de 219
200508,4,A,135-139,58,7951,Menos de 165
200508,2,D,195-199,1023,201324,195-199
200508,3,A,190-194,2553,490014,190-194
200508,2,D,160-164,1935,313679,Menos de 165
200508,4,D,130-134,643,85101,Menos de 165
200508,2,D,250-254,1,250,Mas de 219
200508,2,A,155-159,17,2681,Menos de 165
200508,4,D,260-264,14,3672,Mas de 219
200508,4,D,Menor que 120,405,45055,Mas de 219
200508,4,A,250-254,397,100002,Mas de 219
200508,3,D,180-184,4403,801551,180-184
200508,2,D,120-124,39,4768,Menos de 165
200508,4,A,145-149,129,18986,Menos de 165
200508,3,A,210-214,3024,641151,210-214
200508,3,A,230-234,1383,320910,Mas de 219
200508,4,A,205-209,3290,680621,205-209
200508,4,A,170-174,830,142779,170-174
200508,4,A,220-224,2090,463848,Mas de 219
200508,2,D,140-144,416,59109,Menos de 165
200508,3,D,200-204,1396,281943,200-204
200508,2,D,135-139,272,37308,Menos de 165
200508,3,D,120-124,824,100664,Menos de 165
200508,4,A,195-199,3720,732492,195-199
200508,2,A,165-169,141,23562,165-169
200508,3,A,155-159,622,97789,Menos de 165
200508,3,D,215-219,741,160661,215-219
200508,4,D,205-209,1334,275894,205-209
200508,2,A,215-219,102,22107,215-219
200508,4,A,185-189,1554,290662,185-189
200508,2,A,160-164,73,11837,Menos de 165
200508,2,D,170-174,2683,461532,170-174
200508,2,D,220-224,88,19521,Mas de 219
200508,4,D,175-179,3944,698248,175-179
200508,3,D,165-169,5113,853644,165-169
200508,2,D,200-204,610,123004,200-204
200508,4,A,245-249,511,126135,Mas de 219
200508,2,D,145-149,747,109924,Menos de 165
200508,3,D,160-164,4838,783570,Menos de 165
200508,2,D,255-259,1,258,Mas de 219
200508,4,D,235-239,160,37899,Mas de 219
200508,4,D,240-244,134,32426,Mas de 219
200508,3,D,150-154,3752,570815,Menos de 165
200508,2,A,190-194,1153,221313,190-194
200508,4,A,125-129,3,385,Menos de 165
200508,2,A,220-224,65,14398,Mas de 219
200508,3,D,190-194,4052,777395,190-194
200508,3,D,170-174,5291,910124,170-174
200508,3,A,150-154,501,76208,Menos de 165
200508,3,D,130-134,1593,210456,Menos de 165
200508,3,A,260-264,196,51299,Mas de 219
200508,2,A,170-174,157,27031,170-174
200508,3,D,255-259,44,11309,Mas de 219
200508,4,D,Mas de 264,14,3788,Mas de 219
200508,3,D,250-254,88,22166,Mas de 219
200508,2,A,180-184,839,152899,180-184
200508,2,D,125-129,73,9304,Menos de 165
200508,4,D,140-144,1116,158587,Menos de 165
200508,4,D,135-139,848,116375,Menos de 165
200508,4,A,225-229,1723,390884,Mas de 219
200508,2,A,250-254,1,250,Mas de 219
200508,3,D,220-224,583,129371,Mas de 219
200508,4,D,195-199,2023,398246,195-199
200508,4,A,200-204,3645,736317,200-204
200508,3,A,240-244,808,195319,Mas de 219
200508,4,A,Menor que 120,2,231,Mas de 219
200508,3,A,235-239,1034,244973,Mas de 219
200508,3,D,125-129,1170,148769,Menos de 165
200508,4,A,215-219,2560,555251,215-219
200508,3,D,230-234,340,78882,Mas de 219
200508,4,A,160-164,483,78338,Menos de 165
200508,2,D,180-184,2597,472537,180-184
200508,4,A,165-169,676,112943,165-169
200508,4,D,200-204,1796,362782,200-204
200508,2,D,190-194,1545,296266,190-194
200508,3,D,210-214,914,193721,210-214
200508,2,A,125-129,1,127,Menos de 165
200508,4,D,145-149,1606,236060,Menos de 165
200508,2,A,230-234,10,2317,Mas de 219
200508,3,A,250-254,482,121364,Mas de 219
200508,2,D,225-229,32,7253,Mas de 219
200508,2,A,210-214,184,38954,210-214
200508,2,D,165-169,2454,409968,165-169
200508,4,D,185-189,3687,689371,185-189
200508,3,A,120-124,36,4397,Menos de 165
200508,4,A,175-179,1070,189502,175-179
200508,2,D,215-219,125,27093,215-219
200508,4,D,150-154,1978,300672,Menos de 165
200508,3,A,130-134,105,13888,Menos de 165
200509,4,A,205-209,2861,591715,205-209
200509,2,A,135-139,1,135,Menos de 165
200509,4,D,250-254,64,16101,Mas de 219
200509,2,A,180-184,718,130849,180-184
200509,4,A,260-264,122,31937,Mas de 219
200509,4,A,Mas de 264,123,33400,Mas de 219
200509,3,A,215-219,2222,482080,215-219
200509,2,D,245-249,1,248,Mas de 219
200509,3,D,180-184,4069,740806,180-184
200509,4,D,130-134,275,36368,Menos de 165
200509,3,A,165-169,1022,170653,165-169
200509,2,A,140-144,2,285,Menos de 165
200509,3,D,135-139,1572,215485,Menos de 165
200509,3,A,225-229,1490,338038,Mas de 219
200509,3,A,190-194,2280,437647,190-194
200509,2,D,195-199,936,184215,195-199
200509,3,D,Menor que 120,734,81460,Mas de 219
200509,4,D,170-174,3172,545399,170-174
200509,4,D,220-224,710,157553,Mas de 219
200509,2,D,185-189,1957,365735,185-189
200509,3,D,140-144,2052,291366,Menos de 165
200509,2,D,155-159,1719,270067,Menos de 165
200509,4,A,245-249,394,97195,Mas de 219
200509,2,A,185-189,981,183338,185-189
200509,3,D,160-164,4207,681700,Menos de 165
200509,3,A,125-129,31,3940,Menos de 165
200509,2,A,165-169,122,20405,165-169
200509,4,D,240-244,149,36074,Mas de 219
200509,2,A,160-164,92,14950,Menos de 165
200509,2,D,205-209,388,80226,205-209
200509,4,D,235-239,186,44035,Mas de 219
200509,2,D,145-149,756,111214,Menos de 165
200509,2,A,215-219,104,22557,215-219
200509,4,A,155-159,265,41663,Menos de 165
200509,2,A,200-204,416,83904,200-204
200509,4,D,120-124,112,13706,Menos de 165
200509,3,D,185-189,3984,744942,185-189
200509,2,D,140-144,467,66368,Menos de 165
200509,2,D,135-139,261,35815,Menos de 165
200509,3,D,215-219,728,157779,215-219
200509,2,A,175-179,547,96872,175-179
200509,3,D,175-179,4152,735385,175-179
200509,3,D,195-199,1736,341762,195-199
200509,4,A,Menor que 120,1,112,Mas de 219
200509,3,D,225-229,512,116200,Mas de 219
200509,3,D,165-169,4562,761595,165-169
200509,4,D,150-154,1529,232477,Menos de 165
200509,3,D,200-204,1334,269275,200-204
200509,2,A,Mas de 264,1,265,Mas de 219
200509,3,A,200-204,3507,708208,200-204
200509,3,A,220-224,1813,402298,Mas de 219
200509,3,D,260-264,25,6550,Mas de 219
200509,3,D,Mas de 264,41,11115,Mas de 219
200509,3,A,170-174,1288,221504,170-174
200509,2,D,175-179,2437,431708,175-179
200509,3,A,145-149,316,46466,Menos de 165
200509,2,A,195-199,620,122043,195-199
200509,4,D,155-159,2090,328447,Menos de 165
200509,4,A,130-134,11,1457,Menos de 165
200509,2,D,235-239,3,714,Mas de 219
200509,3,A,255-259,209,53717,Mas de 219
200509,2,A,225-229,23,5217,Mas de 219
200509,3,A,135-139,112,15367,Menos de 165
200509,3,A,140-144,173,24592,Menos de 165
200509,3,A,180-184,2036,370751,180-184
200509,2,A,245-249,2,494,Mas de 219
200509,3,A,120-124,32,3899,Menos de 165
200509,2,D,240-244,4,964,Mas de 219
200509,3,D,245-249,113,27917,Mas de 219
200509,3,A,150-154,405,61625,Menos de 165
200509,4,D,190-194,3441,660931,190-194
200509,3,A,195-199,3960,779614,195-199
200509,2,D,225-229,42,9523,Mas de 219
200509,4,D,210-214,1034,219130,210-214
200509,4,A,235-239,803,190202,Mas de 219
200509,4,A,240-244,561,135677,Mas de 219
200509,2,D,260-264,1,263,Mas de 219
200509,4,D,230-234,293,67955,Mas de 219
200509,3,A,250-254,400,100779,Mas de 219
200509,2,A,205-209,210,43444,205-209
200509,2,A,145-149,4,593,Menos de 165
200509,4,A,175-179,914,161802,175-179
200509,2,D,Menor que 120,23,2656,Mas de 219
200509,3,A,185-189,2187,409078,185-189
200509,3,D,145-149,2556,375831,Menos de 165
200509,3,D,205-209,1117,231210,205-209
200509,3,A,160-164,774,125328,Menos de 165
200509,3,D,125-129,705,89669,Menos de 165
200509,4,D,135-139,478,65607,Menos de 165
200509,2,D,125-129,92,11683,Menos de 165
200509,4,D,180-184,3790,689547,180-184
200509,2,A,130-134,1,133,Menos de 165
200509,4,A,225-229,1427,323741,Mas de 219
200509,3,A,240-244,647,156401,Mas de 219
200509,3,D,250-254,80,20148,Mas de 219
200509,3,D,130-134,1078,142515,Menos de 165
200509,3,A,205-209,3091,639918,205-209
200509,4,D,140-144,679,96483,Menos de 165
200509,2,A,170-174,152,26149,170-174
200509,3,D,255-259,48,12317,Mas de 219
200509,2,A,220-224,58,12865,Mas de 219
200509,3,A,260-264,176,46075,Mas de 219
200509,3,D,170-174,4653,800273,170-174
200509,4,A,190-194,1343,257893,190-194
200509,3,A,Mas de 264,221,60152,Mas de 219
200509,3,D,220-224,598,132725,Mas de 219
200509,2,D,210-214,220,46594,210-214
200509,2,D,230-234,13,3004,Mas de 219
200509,2,A,235-239,8,1892,Mas de 219
200509,3,D,150-154,3019,459375,Menos de 165
200509,4,D,165-169,2716,453985,165-169
200509,3,A,245-249,560,138206,Mas de 219
200509,2,D,220-224,67,14857,Mas de 219
200509,4,D,160-164,2571,416970,Menos de 165
200509,2,D,170-174,2437,419143,170-174
200509,4,D,185-189,3502,654723,185-189
200509,2,A,240-244,3,723,Mas de 219
200509,4,D,215-219,848,183981,215-219
200509,4,D,175-179,3734,660900,175-179
200509,2,D,190-194,1619,310604,190-194
200509,3,D,240-244,160,38671,Mas de 219
200509,3,D,235-239,204,48317,Mas de 219
200509,4,D,200-204,1822,367999,200-204
200509,4,D,Menor que 120,113,12618,Mas de 219
200509,2,D,130-134,149,19655,Menos de 165
200509,2,A,150-154,17,2588,Menos de 165
200509,4,A,125-129,6,767,Menos de 165
200509,4,A,230-234,1111,257666,Mas de 219
200509,3,A,155-159,540,84906,Menos de 165
200509,4,A,210-214,2483,526262,210-214
200509,3,D,120-124,488,59581,Menos de 165
200509,2,D,120-124,37,4529,Menos de 165
200509,4,A,145-149,93,13680,Menos de 165
200509,3,A,230-234,1256,291426,Mas de 219
200509,3,A,210-214,2571,545069,210-214
200509,4,A,200-204,3227,651671,200-204
200509,4,A,220-224,1745,387325,Mas de 219
200509,2,A,155-159,13,2044,Menos de 165
200509,2,D,150-154,1212,184272,Menos de 165
200509,4,A,250-254,270,67960,Mas de 219
200509,4,A,180-184,1176,214038,180-184
200509,4,D,Mas de 264,10,2721,Mas de 219
200509,4,D,260-264,13,3403,Mas de 219
200509,4,D,195-199,2104,414143,195-199
200509,4,A,255-259,213,54693,Mas de 219
200509,2,D,250-254,1,253,Mas de 219
200509,4,A,140-144,31,4402,Menos de 165
200509,4,A,135-139,47,6444,Menos de 165
200509,3,A,Menor que 120,16,1841,Mas de 219
200509,4,A,170-174,738,126909,170-174
200509,4,D,225-229,507,115047,Mas de 219
200509,2,D,160-164,1898,307836,Menos de 165
200509,3,A,130-134,73,9669,Menos de 165
200509,4,D,245-249,115,28391,Mas de 219
200509,4,A,150-154,158,24034,Menos de 165
200509,4,A,160-164,393,63741,Menos de 165
200509,2,D,215-219,121,26231,215-219
200509,3,D,190-194,3363,645239,190-194
200509,2,D,165-169,2190,365894,165-169
200509,2,D,200-204,640,128990,200-204
200509,2,A,190-194,826,158571,190-194
200509,2,A,210-214,146,30950,210-214
200509,3,A,175-179,1914,339058,175-179
200509,4,D,255-259,27,6940,Mas de 219
200509,3,A,235-239,952,225625,Mas de 219
200509,4,A,195-199,3189,627858,195-199
200509,3,D,210-214,923,195612,210-214
200509,3,D,155-159,3715,583708,Menos de 165
200509,4,D,205-209,1326,274278,205-209
200509,4,A,185-189,1304,243937,185-189
200509,4,D,125-129,188,23952,Menos de 165
200509,4,A,165-169,521,87131,165-169
200509,2,A,230-234,15,3473,Mas de 219
200509,4,D,145-149,1159,170364,Menos de 165
200509,2,D,180-184,2462,448174,180-184
200509,4,A,215-219,2079,450928,215-219
200509,3,D,230-234,312,72337,Mas de 219
200509,4,A,120-124,4,493,Menos de 165
200510,2,A,225-229,17,3861,Mas de 219
200510,4,A,180-184,1422,258842,180-184
200510,3,D,130-134,755,99785,Menos de 165
200510,3,D,190-194,2977,571317,190-194
200510,3,A,175-179,1510,267427,175-179
200510,4,D,140-144,665,94506,Menos de 165
200510,4,D,255-259,109,27972,Mas de 219
200510,4,D,170-174,3965,681803,170-174
200510,3,A,220-224,1297,287680,Mas de 219
200510,3,A,205-209,2181,451410,205-209
200510,4,D,250-254,143,35998,Mas de 219
200510,3,A,240-244,611,147765,Mas de 219
200510,4,D,135-139,448,61472,Menos de 165
200510,3,D,Menor que 120,401,45164,Mas de 219
200510,3,D,225-229,677,153675,Mas de 219
200510,4,D,195-199,3236,637203,195-199
200510,2,D,180-184,2580,469543,180-184
200510,4,A,215-219,2902,629629,215-219
200510,3,A,235-239,681,161427,Mas de 219
200510,4,D,Mas de 264,57,15476,Mas de 219
200510,2,D,155-159,2015,316545,Menos de 165
200510,3,D,230-234,566,131334,Mas de 219
200510,4,A,160-164,453,73455,Menos de 165
200510,2,D,Menor que 120,34,3974,Mas de 219
200510,3,D,155-159,2838,445865,Menos de 165
200510,4,D,125-129,182,23197,Menos de 165
200510,3,D,210-214,1121,237543,210-214
200510,4,D,145-149,1283,188588,Menos de 165
200510,2,A,230-234,16,3704,Mas de 219
200510,2,A,205-209,252,52127,205-209
200510,4,D,165-169,3350,559783,165-169
200510,2,D,150-154,1398,212496,Menos de 165
200510,4,A,250-254,521,131224,Mas de 219
200510,3,A,225-229,1167,264781,Mas de 219
200510,2,A,155-159,14,2190,Menos de 165
200510,2,A,210-214,144,30478,210-214
200510,4,D,185-189,4666,872257,185-189
200510,2,D,215-219,154,33359,215-219
200510,4,A,150-154,146,22232,Menos de 165
200510,2,D,190-194,1790,343481,190-194
200510,3,D,260-264,58,15191,Mas de 219
200510,4,D,245-249,254,62703,Mas de 219
200510,3,A,130-134,50,6630,Menos de 165
200510,4,A,130-134,10,1327,Menos de 165
200510,3,A,Menor que 120,9,1037,Mas de 219
200510,3,A,145-149,170,25007,Menos de 165
200510,4,D,220-224,1384,307135,Mas de 219
200510,4,A,255-259,409,105108,Mas de 219
200510,2,D,170-174,2457,422612,170-174
200510,4,A,190-194,1868,358591,190-194
200510,2,D,120-124,58,7110,Menos de 165
200510,3,A,165-169,692,115587,165-169
200510,4,A,170-174,848,145843,170-174
200510,3,A,200-204,2526,510162,200-204
200510,4,D,180-184,4882,888214,180-184
200510,4,A,230-234,1789,414971,Mas de 219
200510,2,D,130-134,212,27985,Menos de 165
200510,3,D,205-209,1390,287648,205-209
200510,4,A,210-214,3105,658180,210-214
200510,3,D,240-244,337,81448,Mas de 219
200510,2,A,200-204,378,76287,200-204
200510,4,D,215-219,1579,342534,215-219
200510,4,D,175-179,4677,827943,175-179
200510,3,D,235-239,418,99000,Mas de 219
200510,3,D,250-254,207,52172,Mas de 219
200510,3,A,260-264,173,45269,Mas de 219
200510,3,A,Mas de 264,250,68176,Mas de 219
200510,2,A,235-239,8,1892,Mas de 219
200510,3,D,150-154,2462,374508,Menos de 165
200510,2,D,210-214,245,51848,210-214
200510,3,A,160-164,501,81202,Menos de 165
200510,2,A,240-244,3,725,Mas de 219
200510,2,D,205-209,405,83726,205-209
200510,2,D,230-234,10,2315,Mas de 219
200510,3,A,245-249,420,103653,Mas de 219
200510,3,A,195-199,2743,539977,195-199
200510,2,D,255-259,1,255,Mas de 219
200510,3,A,155-159,331,52098,Menos de 165
200510,4,A,125-129,3,383,Menos de 165
200510,2,A,150-154,17,2586,Menos de 165
200510,4,D,190-194,4813,924422,190-194
200510,3,D,140-144,1511,214677,Menos de 165
200510,3,D,Mas de 264,107,29177,Mas de 219
200510,4,D,225-229,1013,229750,Mas de 219
200510,3,D,120-124,289,35309,Menos de 165
200510,4,D,160-164,3023,490394,Menos de 165
200510,2,A,170-174,186,32018,170-174
200510,3,D,255-259,115,29559,Mas de 219
200510,2,A,140-144,4,567,Menos de 165
200510,3,D,135-139,1164,159603,Menos de 165
200510,4,A,260-264,226,59176,Mas de 219
200510,4,D,130-134,243,32155,Menos de 165
200510,3,A,150-154,252,38340,Menos de 165
200510,2,D,245-249,2,497,Mas de 219
200510,2,A,135-139,3,409,Menos de 165
200510,3,A,215-219,1567,339773,215-219
200510,2,D,125-129,106,13499,Menos de 165
200510,2,D,260-264,1,263,Mas de 219
200510,4,D,Menor que 120,68,7690,Mas de 219
200510,2,A,195-199,574,112976,195-199
200510,4,A,220-224,2586,574089,Mas de 219
200510,4,A,205-209,3847,795874,205-209
200510,4,A,240-244,937,226752,Mas de 219
200510,3,D,170-174,3913,672827,170-174
200510,3,D,200-204,1589,320886,200-204
200510,3,A,185-189,1747,326749,185-189
200510,3,D,145-149,1924,282981,Menos de 165
200510,4,A,235-239,1231,291568,Mas de 219
200510,2,A,145-149,3,436,Menos de 165
200510,3,A,250-254,359,90392,Mas de 219
200510,3,D,185-189,3531,660157,185-189
200510,3,D,195-199,1835,361412,195-199
200510,4,D,205-209,2521,521465,205-209
200510,4,D,230-234,793,183899,Mas de 219
200510,2,A,165-169,156,26057,165-169
200510,4,D,155-159,2307,362515,Menos de 165
200510,4,D,210-214,1913,405318,210-214
200510,2,A,185-189,924,172682,185-189
200510,2,D,175-179,2381,421561,175-179
200510,3,A,170-174,897,154277,170-174
200510,3,A,120-124,7,852,Menos de 165
200510,3,D,165-169,3487,582134,165-169
200510,2,D,240-244,2,481,Mas de 219
200510,2,D,200-204,718,144748,200-204
200510,4,A,175-179,1166,206369,175-179
200510,2,D,220-224,85,18848,Mas de 219
200510,3,D,245-249,240,59259,Mas de 219
200510,3,D,125-129,494,62865,Menos de 165
200510,2,D,235-239,3,711,Mas de 219
200510,3,A,140-144,117,16635,Menos de 165
200510,3,A,135-139,61,8371,Menos de 165
200510,3,A,180-184,1587,289049,180-184
200510,3,D,160-164,3363,544878,Menos de 165
200510,2,A,220-224,65,14411,Mas de 219
200510,4,A,135-139,44,6035,Menos de 165
200510,4,A,140-144,37,5254,Menos de 165
200510,2,D,160-164,1965,318600,Menos de 165
200510,2,D,225-229,33,7485,Mas de 219
200510,4,A,Mas de 264,259,70585,Mas de 219
200510,3,D,180-184,3768,685966,180-184
200510,3,A,230-234,925,214612,Mas de 219
200510,4,A,145-149,79,11652,Menos de 165
200510,2,D,195-199,1140,224353,195-199
200510,3,A,190-194,1727,331507,190-194
200510,2,A,180-184,741,134940,180-184
200510,4,A,225-229,2048,464534,Mas de 219
200510,3,A,210-214,1926,408414,210-214
200510,4,D,260-264,58,15167,Mas de 219
200510,3,D,220-224,807,179046,Mas de 219
200510,3,A,255-259,203,52222,Mas de 219
200510,2,D,140-144,542,77034,Menos de 165
200510,2,D,135-139,332,45500,Menos de 165
200510,3,D,215-219,984,213428,215-219
200510,4,A,200-204,4009,809934,200-204
200510,4,A,155-159,267,41999,Menos de 165
200510,4,A,165-169,532,88950,165-169
200510,2,D,145-149,932,137065,Menos de 165
200510,4,D,200-204,3109,628228,200-204
200510,2,A,175-179,589,104285,175-179
200510,2,A,215-219,96,20815,215-219
200510,4,A,185-189,1700,317996,185-189
200510,4,D,120-124,79,9673,Menos de 165
200510,4,D,240-244,347,84033,Mas de 219
200510,4,D,235-239,478,113188,Mas de 219
200510,3,A,125-129,32,4073,Menos de 165
200510,2,D,165-169,2220,370959,165-169
200510,4,A,195-199,3718,732202,195-199
200510,4,A,245-249,707,174520,Mas de 219
200510,2,A,190-194,765,146905,190-194
200510,4,D,150-154,1601,243353,Menos de 165
200510,3,D,175-179,3818,676234,175-179
200510,2,D,185-189,2138,399451,185-189
200510,2,A,160-164,91,14754,Menos de 165
200511,3,D,245-249,195,48126,Mas de 219
200511,2,D,235-239,8,1893,Mas de 219
200511,3,A,135-139,68,9324,Menos de 165
200511,3,A,175-179,1432,253740,175-179
200511,3,D,150-154,2253,342776,Menos de 165
200511,2,A,185-189,1053,196835,185-189
200511,3,D,130-134,729,96334,Menos de 165
200511,2,A,145-149,7,1030,Menos de 165
200511,4,D,125-129,260,33100,Menos de 165
200511,4,D,255-259,128,32841,Mas de 219
200511,3,D,185-189,3746,700175,185-189
200511,3,A,160-164,456,73870,Menos de 165
200511,4,A,240-244,1504,364033,Mas de 219
200511,2,A,130-134,2,263,Menos de 165
200511,3,D,145-149,1869,274922,Menos de 165
200511,3,A,200-204,2377,480181,200-204
200511,2,A,195-199,646,127111,195-199
200511,2,A,150-154,22,3338,Menos de 165
200511,4,D,180-184,6061,1102761,180-184
200511,3,D,200-204,1388,280323,200-204
200511,3,A,165-169,651,108680,165-169
200511,4,A,230-234,2838,658499,Mas de 219
200511,4,A,210-214,4818,1021405,210-214
200511,2,A,140-144,8,1136,Menos de 165
200511,3,D,195-199,1623,319497,195-199
200511,4,D,220-224,1573,349117,Mas de 219
200511,4,A,260-264,355,92921,Mas de 219
200511,3,D,Mas de 264,109,29657,Mas de 219
200511,2,A,200-204,410,82687,200-204
200511,3,D,235-239,315,74650,Mas de 219
200511,4,D,170-174,5018,862853,170-174
200511,4,D,215-219,1886,409166,215-219
200511,2,D,205-209,478,98821,205-209
200511,3,D,140-144,1455,206616,Menos de 165
200511,3,A,Menor que 120,7,798,Mas de 219
200511,3,A,225-229,1194,270919,Mas de 219
200511,2,D,155-159,2737,429943,Menos de 165
200511,2,A,235-239,4,949,Mas de 219
200511,3,D,120-124,301,36755,Menos de 165
200511,2,D,145-149,1167,171682,Menos de 165
200511,2,A,190-194,897,172195,190-194
200511,4,A,125-129,2,255,Menos de 165
